RESERVOIR,PRESENT_STORAGE_TMC,RES_LEVEL_FT,INFLOW_CUSECS,OUTFLOW_CUECS,YEAR,MONTH,DATE,DAY
K.R.S,11.32,81.20,8358.0,0.0,2012,8,7,218
K.R.S,13.96,86.50,30997.0,0.0,2012,8,8,219
K.R.S,16.42,90.80,29081.0,0.0,2012,8,9,220
K.R.S,18.22,93.63,21436.0,0.0,2012,8,10,221
K.R.S,19.98,96.20,20995.0,0.0,2012,8,11,222
K.R.S,21.28,98,15763.0,0.0,2012,8,12,223
K.R.S,22.42,99.50,13872.0,562.0,2012,8,13,224
K.R.S,23.7,101.12,15252.0,340.0,2012,8,14,225
K.R.S,24.57,102.18,10504.0,349.0,2012,8,15,226
K.R.S,25.1,102.82,6662.0,353.0,2012,8,16,227
K.R.S,25.47,103.25,5511.0,1168.0,2012,8,17,228
K.R.S,25.4,103.17,3905.0,4570.0,2012,8,18,229
K.R.S,25.23,102.97,3186.0,5034.0,2012,8,19,230
K.R.S,25.08,102.79,3550.0,5174.0,2012,8,20,231
K.R.S,24.91,102.59,3351.0,5168.0,2012,8,21,232
K.R.S,24.7,102.34,2860.0,5161.0,2012,8,22,233
K.R.S,24.39,101.97,1696.0,5150.0,2012,8,23,234
K.R.S,24.23,101.77,2663.0,4436.0,2012,8,24,235
K.R.S,24.1,101.61,3038.0,4433.0,2012,8,25,236
K.R.S,23.9,101.37,3023.0,5173.0,2012,8,26,237
K.R.S,23.9,101.37,3023.0,5173.0,2012,8,27,238
K.R.S,23.88,101.34,6591.0,5160.0,2012,8,28,239
K.R.S,24.01,101.50,6787.0,5161.0,2012,8,29,240
K.R.S,24.13,101.65,6700.0,5175.0,2012,8,30,241
K.R.S,24.73,102.37,12177.0,5190.0,2012,8,31,242
K.R.S,24.73,102.37,12177.0,5190.0,2012,9,1,243
K.R.S,26.33,104.25,13953.0,4938.0,2012,9,2,244
K.R.S,27.1,105.13,14086.0,4974.0,2012,9,3,245
K.R.S,27.89,106,14208.0,5005.0,2012,9,4,246
K.R.S,28.89,107.08,16740.0,5044.0,2012,9,5,247
K.R.S,29.85,108.10,16485.0,5150.0,2012,9,6,248
K.R.S,30.5,108.77,12900.0,5237.0,2012,9,7,249
K.R.S,30.95,109.23,10638.0,5265.0,2012,9,8,250
K.R.S,31.31,109.59,9570.0,5281.0,2012,9,9,251
K.R.S,31.62,109.90,9013.0,5299.0,2012,9,10,252
K.R.S,31.88,110.16,8503.0,5319.0,2012,9,11,253
K.R.S,32.11,110.38,8820.0,6078.0,2012,9,12,254
K.R.S,32.23,110.50,7901.0,6336.0,2012,9,13,255
K.R.S,32.33,110.60,7679.0,6350.0,2012,9,14,256
K.R.S,32.36,110.63,6855.0,6350.0,2012,9,15,257
K.R.S,32.36,110.63,6503.0,6351.0,2012,9,16,258
K.R.S,32.28,110.55,5912.0,6350.0,2012,9,17,259
K.R.S,32.23,110.50,5911.0,6349.0,2012,9,18,260
K.R.S,32.23,110.50,5911.0,6349.0,2012,9,19,261
K.R.S,32.18,110.45,5524.0,5961.0,2012,9,20,262
K.R.S,32.21,110.48,5837.0,5332.0,2012,9,21,263
K.R.S,32.14,110.41,4660.0,5332.0,2012,9,22,264
K.R.S,32.06,110.33,4540.0,5331.0,2012,9,23,265
K.R.S,31.9,110.18,3712.0,5327.0,2012,9,24,266
K.R.S,31.72,110,3356.0,5324.0,2012,9,25,267
K.R.S,31.55,109.83,3502.0,5307.0,2012,9,26,268
K.R.S,31.37,109.65,3378.0,5299.0,2012,9,27,269
K.R.S,31.27,109.55,4295.0,5296.0,2012,9,28,270
K.R.S,31.29,109.57,5675.0,5295.0,2012,9,29,271
K.R.S,31.22,109.50,5248.0,5903.0,2012,9,30,272
K.R.S,30.99,109.27,5587.0,8084.0,2012,10,1,273
K.R.S,30.78,109.05,6233.0,8579.0,2012,10,2,274
K.R.S,30.51,108.78,5687.0,8552.0,2012,10,3,275
K.R.S,30.11,108.36,5192.0,9728.0,2012,10,4,276
K.R.S,29.48,107.71,4893.0,11932.0,2012,10,5,277
K.R.S,28.63,106.80,12703.0,22440.0,2012,10,6,278
K.R.S,27.71,105.80,5782.0,16244.0,2012,10,7,279
K.R.S,27.17,105.20,6307.0,12395.0,2012,10,8,280
K.R.S,26.97,104.98,5522.0,7646.0,2012,10,9,281
K.R.S,27.08,105.10,4493.0,3082.0,2012,10,10,282
K.R.S,27.04,105.06,3383.0,3634.0,2012,10,11,283
K.R.S,26.99,105,3472.0,3934.0,2012,10,12,284
K.R.S,26.9,104.90,3074.0,3930.0,2012,10,13,285
K.R.S,26.95,104.96,4699.0,3928.0,2012,10,14,286
K.R.S,27.46,105.53,8812.0,2717.0,2012,10,15,287
K.R.S,28.01,106.13,7246.0,793.0,2012,10,16,288
K.R.S,28.58,106.75,7597.0,804.0,2012,10,17,289
K.R.S,29.02,107.22,6271.0,1020.0,2012,10,18,290
K.R.S,29.27,107.49,4153.0,1023.0,2012,10,19,291
K.R.S,29.48,107.71,3613.0,1031.0,2012,10,20,292
K.R.S,29.74,107.98,4164.0,1034.0,2012,10,21,293
K.R.S,29.96,108.21,3796.0,1043.0,2012,10,22,294
K.R.S,30.15,108.41,3468.0,1045.0,2012,10,23,295
K.R.S,30.3,108.56,2910.0,1048.0,2012,10,24,296
K.R.S,30.23,108.49,3050.0,3927.0,2012,10,25,297
K.R.S,30.07,108.32,2618.0,4347.0,2012,10,26,298
K.R.S,29.85,108.10,2356.0,4646.0,2012,10,27,299
K.R.S,29.54,107.77,1422.0,4888.0,2012,10,28,300
K.R.S,29.21,107.42,1896.0,5555.0,2012,10,29,301
K.R.S,28.86,107.05,1519.0,5397.0,2012,10,30,302
K.R.S,28.52,106.68,1446.0,5241.0,2012,10,31,303
K.R.S,28.42,106.58,3620.0,4520.0,2012,11,1,304
K.R.S,28.61,106.78,5462.0,3187.0,2012,11,2,305
K.R.S,28.91,107.11,6393.0,2700.0,2012,11,3,306
K.R.S,29.16,107.37,5696.0,2709.0,2012,11,4,307
K.R.S,29.34,107.56,4932.0,2712.0,2012,11,5,308
K.R.S,29.49,107.72,4788.0,2895.0,2012,11,6,309
K.R.S,29.52,107.75,5432.0,4961.0,2012,11,7,310
K.R.S,29.43,107.66,4116.0,4961.0,2012,11,8,311
K.R.S,29.27,107.49,3050.0,4771.0,2012,11,9,312
K.R.S,29.02,107.22,2434.0,5250.0,2012,11,10,313
K.R.S,28.76,106.95,2444.0,5246.0,2012,11,11,314
K.R.S,28.51,106.67,2385.0,5238.0,2012,11,12,315
K.R.S,28.24,106.38,2274.0,5235.0,2012,11,13,316
K.R.S,27.99,106.11,2480.0,5227.0,2012,11,14,317
K.R.S,27.73,105.82,2302.0,5218.0,2012,11,15,318
K.R.S,27.38,105.44,1388.0,5214.0,2012,11,16,319
K.R.S,27.03,105.05,1277.0,5208.0,2012,11,17,320
K.R.S,26.69,104.66,1356.0,5203.0,2012,11,18,321
K.R.S,26.33,104.25,1158.0,5196.0,2012,11,19,322
K.R.S,25.96,103.83,1095.0,5193.0,2012,11,20,323
K.R.S,25.59,103.40,1050.0,5186.0,2012,11,21,324
K.R.S,25.21,102.95,858.0,5180.0,2012,11,22,325
K.R.S,24.85,102.52,1143.0,5174.0,2012,11,23,326
K.R.S,24.49,102.09,1142.0,5173.0,2012,11,24,327
K.R.S,24.15,101.67,1314.0,5171.0,2012,11,25,328
K.R.S,23.85,101.30,1804.0,5169.0,2012,11,26,329
K.R.S,23.6,101,2458.0,5163.0,2012,11,27,330
K.R.S,23.36,100.70,2525.0,5162.0,2012,11,28,331
K.R.S,23.1,100.37,2248.0,5161.0,2012,11,29,332
K.R.S,22.81,100,1879.0,5160.0,2012,11,30,333
K.R.S,0.0,99.64,2040.0,5157.0,2012,12,1,334
K.R.S,22.23,99.25,1775.0,5152.0,2012,12,2,335
K.R.S,21.89,98.81,1369.0,5150.0,2012,12,3,336
K.R.S,21.57,98.38,1510.0,5148.0,2012,12,4,337
K.R.S,21.33,98.06,2468.0,5147.0,2012,12,5,338
K.R.S,21.11,97.77,2780.0,5146.0,2012,12,6,339
K.R.S,20.67,97.17,3494.0,8477.0,2012,12,7,340
K.R.S,19.49,95.50,2164.0,17420.0,2012,12,8,341
K.R.S,18.27,93.70,2742.0,19355.0,2012,12,9,342
K.R.S,17.52,92.55,2027.0,10601.0,2012,12,10,343
K.R.S,17.18,92.02,2149.0,5981.0,2012,12,11,344
K.R.S,16.89,91.56,1946.0,5171.0,2012,12,12,345
K.R.S,16.59,91.08,1773.0,5138.0,2012,12,13,346
K.R.S,16.3,90.60,1819.0,5103.0,2012,12,14,347
K.R.S,16.01,90.12,1803.0,5071.0,2012,12,15,348
K.R.S,15.73,89.65,1909.0,5038.0,2012,12,16,349
K.R.S,15.46,89.18,1895.0,5000.0,2012,12,17,350
K.R.S,15.19,88.72,1990.0,4974.0,2012,12,18,351
K.R.S,14.94,88.28,2123.0,4941.0,2012,12,19,352
K.R.S,14.7,87.85,2169.0,4899.0,2012,12,20,353
K.R.S,14.45,87.41,2119.0,4861.0,2012,12,21,354
K.R.S,14.23,87,2276.0,4826.0,2012,12,22,355
K.R.S,14.01,86.60,2380.0,4792.0,2012,12,23,356
K.R.S,13.8,86.20,2341.0,4753.0,2012,12,24,357
K.R.S,13.59,85.80,2339.0,4716.0,2012,12,25,358
K.R.S,13.37,85.39,2272.0,4674.0,2012,12,26,359
K.R.S,13.17,85,2416.0,4697.0,2012,12,27,360
K.R.S,12.97,84.60,2391.0,4664.0,2012,12,28,361
K.R.S,12.76,84.20,2353.0,4626.0,2012,12,29,362
K.R.S,12.55,83.78,2235.0,4588.0,2012,12,30,363
K.R.S,12.32,83.30,1878.0,4538.0,2012,12,31,364
K.R.S,11.49,81.55,411.0,348.0,2013,1,22,21
K.R.S,11.48,81.54,358.0,348.0,2013,1,23,22
K.R.S,11.48,81.53,358.0,348.0,2013,1,24,23
K.R.S,11.48,81.53,411.0,348.0,2013,1,25,24
K.R.S,11.47,81.51,304.0,348.0,2013,1,26,25
K.R.S,11.46,81.50,358.0,348.0,2013,1,27,26
K.R.S,11.46,81.49,358.0,348.0,2013,1,28,27
K.R.S,11.45,81.47,304.0,348.0,2013,1,29,28
K.R.S,11.45,81.46,358.0,348.0,2013,1,30,29
K.R.S,11.44,81.45,358.0,348.0,2013,1,31,30
K.R.S,11.43,81.43,304.0,348.0,2013,2,1,31
K.R.S,12.14,82.93,1145.0,357.0,2013,2,2,32
K.R.S,11.42,81.41,353.0,348.0,2013,2,3,33
K.R.S,11.41,81.39,305.0,348.0,2013,2,4,34
K.R.S,5.11,63.13,198.0,775.0,2013,6,11,161
K.R.S,5.06,62.92,227.0,768.0,2013,6,12,162
K.R.S,5.03,62.80,481.0,762.0,2013,6,13,163
K.R.S,5.12,63.15,1782.0,763.0,2013,6,14,164
K.R.S,7.79,65,6231.0,798.0,2013,6,15,165
K.R.S,5.85,66,4016.0,876.0,2013,6,16,166
K.R.S,6.41,68,7517.0,920.0,2013,6,17,167
K.R.S,7.8,71,11778.0,939.0,2013,6,18,168
K.R.S,8.24,73.60,11555.0,1163.0,2013,6,19,169
K.R.S,9.21,76.20,12554.0,1237.0,2013,6,20,170
K.R.S,9.77,77.60,8240.0,1692.0,2013,6,21,171
K.R.S,10.22,78.70,7420.0,2054.0,2013,6,22,172
K.R.S,10.55,79.45,5901.0,2103.0,2013,6,23,173
K.R.S,10.7,79.80,3971.0,2133.0,2013,6,24,174
K.R.S,10.77,79.96,3774.0,2891.0,2013,6,25,175
K.R.S,8.33,80.86,7736.0,2994.0,2013,6,26,176
K.R.S,12.71,84.10,20280.0,2338.0,2013,6,27,177
K.R.S,14.55,87.58,23867.0,2536.0,2013,6,28,178
K.R.S,15.88,89.90,18185.0,2678.0,2013,6,29,179
K.R.S,16.48,90.90,9868.0,2781.0,2013,6,30,180
K.R.S,16.73,91.30,5800.0,2824.0,2013,7,1,181
K.R.S,16.85,91.50,4371.0,2837.0,2013,7,2,182
K.R.S,17.07,91.85,5461.0,2847.0,2013,7,3,183
K.R.S,18.0,93.30,13755.0,2879.0,2013,7,4,184
K.R.S,20.55,97,32568.0,2987.0,2013,7,5,185
K.R.S,24.08,101.58,44249.0,3318.0,2013,7,6,186
K.R.S,27.1,105.12,38446.0,3365.0,2013,7,7,187
K.R.S,29.26,107.48,28759.0,3511.0,2013,7,8,188
K.R.S,30.6,108.87,19209.0,3610.0,2013,7,9,189
K.R.S,31.47,109.75,14226.0,4036.0,2013,7,10,190
K.R.S,31.92,110.20,11267.0,5887.0,2013,7,11,191
K.R.S,32.55,110.82,14108.0,6655.0,2013,7,12,192
K.R.S,33.33,111.57,15849.0,6702.0,2013,7,13,193
K.R.S,34.47,112.65,20179.0,6813.0,2013,7,14,194
K.R.S,35.39,113.50,17849.0,7098.0,2013,7,15,195
K.R.S,35.6,113.69,9672.0,7109.0,2013,7,16,196
K.R.S,35.74,113.82,8925.0,7120.0,2013,7,17,197
K.R.S,36.11,114.15,11542.0,7162.0,2013,7,18,198
K.R.S,36.54,114.54,12424.0,7212.0,2013,7,19,199
K.R.S,38.12,115.93,23969.0,5552.0,2013,7,20,200
K.R.S,41.55,118.80,43807.0,3957.0,2013,7,21,201
K.R.S,44.59,121.20,39529.0,4169.0,2013,7,22,202
K.R.S,47.13,123.12,37856.0,8162.0,2013,7,23,203
K.R.S,48.45,124.08,28419.0,13005.0,2013,7,24,204
K.R.S,48.66,124.23,22630.0,19997.0,2013,7,25,205
K.R.S,48.06,123.80,29060.0,35730.0,2013,7,26,206
K.R.S,48.59,124.18,30341.0,20919.0,2013,7,31,211
K.R.S,49.45,124.80,25392.0,15186.0,2013,8,1,212
K.R.S,47.93,123.70,33610.0,28819.0,2013,8,7,218
K.R.S,48.89,124.40,27836.0,16425.0,2013,8,8,219
K.R.S,49.41,124.77,23158.0,16974.0,2013,8,9,220
K.R.S,49.26,124.66,14740.0,16309.0,2013,8,10,221
K.R.S,49.45,124.80,10767.0,8298.0,2013,8,11,222
K.R.S,49.45,124.80,10583.0,10375.0,2013,8,12,223
K.R.S,49.45,124.80,13116.0,12908.0,2013,8,13,224
K.R.S,49.45,124.80,10192.0,9972.0,2013,8,14,225
K.R.S,49.45,124.80,5136.0,4927.0,2013,8,15,226
K.R.S,49.45,124.80,5827.0,5618.0,2013,8,16,227
K.R.S,49.41,124.77,5573.0,5848.0,2013,8,17,228
K.R.S,49.33,124.71,4167.0,4927.0,2013,8,18,229
K.R.S,49.16,124.59,3198.0,4927.0,2013,8,19,230
K.R.S,48.89,124.40,2068.0,4927.0,2013,8,20,231
K.R.S,48.7,124.26,2375.0,4427.0,2013,8,21,232
K.R.S,48.82,124.35,5574.0,3927.0,2013,8,22,233
K.R.S,49.13,124.57,7673.0,3927.0,2013,8,23,234
K.R.S,49.35,124.73,6704.0,3927.0,2013,8,24,235
K.R.S,49.45,124.80,5251.0,3927.0,2013,8,25,236
K.R.S,49.45,124.80,4120.0,3927.0,2013,8,26,237
K.R.S,49.41,124.77,3636.0,3927.0,2013,8,27,238
K.R.S,49.27,124.67,2505.0,3927.0,2013,8,28,239
K.R.S,49.05,124.51,1536.0,3927.0,2013,8,29,240
K.R.S,48.75,124.30,729.0,3927.0,2013,8,30,241
K.R.S,48.48,124.10,890.0,3927.0,2013,8,31,242
K.R.S,47.91,123.69,707.0,7052.0,2013,9,1,243
K.R.S,47.63,123.48,741.0,3859.0,2013,9,2,244
K.R.S,47.41,123.32,1494.0,3821.0,2013,9,3,245
K.R.S,47.31,123.25,2918.0,3821.0,2013,9,4,246
K.R.S,47.08,123.08,1336.0,3821.0,2013,9,5,247
K.R.S,46.89,122.94,1816.0,3809.0,2013,9,6,248
K.R.S,46.69,122.79,1647.0,3771.0,2013,9,7,249
K.R.S,46.5,122.65,1801.0,3770.0,2013,9,8,250
K.R.S,46.61,122.73,5207.0,3770.0,2013,9,9,251
K.R.S,46.7,122.80,5362.0,3770.0,2013,9,10,252
K.R.S,46.66,122.77,3194.0,3770.0,2013,9,11,253
K.R.S,46.45,122.61,1492.0,3770.0,2013,9,12,254
K.R.S,46.61,122.73,5826.0,3770.0,2013,9,13,255
K.R.S,46.93,122.97,7684.0,3771.0,2013,9,14,256
K.R.S,47.01,123.03,4950.0,3809.0,2013,9,15,257
K.R.S,47.01,123.03,4950.0,3809.0,2013,9,16,258
K.R.S,46.8,122.87,2266.0,3771.0,2013,9,17,259
K.R.S,46.73,122.82,3195.0,3770.0,2013,9,18,260
K.R.S,46.84,122.90,5207.0,3770.0,2013,9,19,261
K.R.S,47.31,123.25,9513.0,3809.0,2013,9,20,262
K.R.S,48.09,123.82,13077.0,3859.0,2013,9,21,263
K.R.S,49.21,124.63,17144.0,3913.0,2013,9,22,264
K.R.S,49.45,124.80,13318.0,10363.0,2013,9,23,265
K.R.S,49.45,124.80,8656.0,8447.0,2013,9,24,266
K.R.S,49.45,124.80,5136.0,4927.0,2013,9,25,267
K.R.S,49.33,124.71,3683.0,4927.0,2013,9,26,268
K.R.S,49.21,124.63,3844.0,4927.0,2013,9,27,269
K.R.S,49.03,124.50,3037.0,4927.0,2013,9,28,270
K.R.S,48.77,124.31,2068.0,4927.0,2013,9,29,271
K.R.S,48.49,124.11,1906.0,4927.0,2013,9,30,272
K.R.S,48.27,123.95,2552.0,4913.0,2013,10,1,273
K.R.S,48.13,123.85,3040.0,4371.0,2013,10,2,274
K.R.S,48.03,123.78,3015.0,3871.0,2013,10,3,275
K.R.S,47.93,123.70,2857.0,3871.0,2013,10,4,276
K.R.S,47.79,123.60,2541.0,3871.0,2013,10,5,277
K.R.S,47.61,123.47,2053.0,3821.0,2013,10,6,278
K.R.S,47.37,123.29,1225.0,3821.0,2013,10,7,279
K.R.S,47.2,123.17,2174.0,3821.0,2013,10,8,280
K.R.S,47.13,123.12,3281.0,3821.0,2013,10,9,281
K.R.S,47.12,123.11,3914.0,3821.0,2013,10,10,282
K.R.S,47.12,123.11,4072.0,3821.0,2013,10,11,283
K.R.S,47.0,123.02,2649.0,3821.0,2013,10,12,284
K.R.S,46.81,122.88,1856.0,3784.0,2013,10,13,285
K.R.S,46.58,122.71,1383.0,3770.0,2013,10,14,286
K.R.S,46.37,122.55,1538.0,3770.0,2013,10,15,287
K.R.S,46.26,122.47,2743.0,3737.0,2013,10,16,288
K.R.S,46.14,122.38,2577.0,3725.0,2013,10,17,289
K.R.S,46.05,122.31,2887.0,3725.0,2013,10,18,290
K.R.S,46.06,122.32,4125.0,3725.0,2013,10,19,291
K.R.S,46.19,122.42,5518.0,3725.0,2013,10,20,292
K.R.S,46.89,122.94,12054.0,3760.0,2013,10,21,293
K.R.S,47.28,123.23,8625.0,3809.0,2013,10,22,294
K.R.S,47.31,123.25,4388.0,3821.0,2013,10,23,295
K.R.S,47.31,123.25,4072.0,3821.0,2013,10,24,296
K.R.S,47.31,123.25,4072.0,3821.0,2013,10,25,297
K.R.S,47.3,123.24,3914.0,3821.0,2013,10,26,298
K.R.S,47.08,123.08,2333.0,3821.0,2013,10,28,300
K.R.S,46.94,122.98,2484.0,3809.0,2013,10,29,301
K.R.S,46.77,122.85,2004.0,3771.0,2013,10,30,302
K.R.S,46.37,122.55,1847.0,3770.0,2013,11,1,304
K.R.S,46.15,122.39,1458.0,3737.0,2013,11,2,305
K.R.S,45.89,122.19,827.0,3725.0,2013,11,3,306
K.R.S,45.63,122,982.0,3725.0,2013,11,4,307
K.R.S,45.41,121.83,1314.0,3695.0,2013,11,5,308
K.R.S,45.19,121.66,1305.0,3685.0,2013,11,6,309
K.R.S,44.96,121.49,1294.0,3674.0,2013,11,7,310
K.R.S,44.7,121.29,809.0,3644.0,2013,11,8,311
K.R.S,49.45,121.10,961.0,3644.0,2013,11,9,312
K.R.S,44.18,120.89,682.0,3634.0,2013,11,10,313
K.R.S,43.9,120.67,535.0,3604.0,2013,11,11,314
K.R.S,43.54,120.39,686.0,4643.0,2013,11,12,315
K.R.S,43.31,120.21,2141.0,4616.0,2013,11,13,316
K.R.S,43.04,120,1697.0,4616.0,2013,11,14,317
K.R.S,42.83,119.83,2314.0,4590.0,2013,11,15,318
K.R.S,42.57,119.62,1724.0,4580.0,2013,11,16,319
K.R.S,42.3,119.41,1716.0,4573.0,2013,11,17,320
K.R.S,42.08,119.23,2129.0,4550.0,2013,11,18,321
K.R.S,41.93,119.11,2998.0,4550.0,2013,11,19,322
K.R.S,41.79,119,3143.0,4550.0,2013,11,20,323
K.R.S,41.61,118.85,2585.0,4528.0,2013,11,21,324
K.R.S,41.39,118.67,2152.0,4520.0,2013,11,22,325
K.R.S,41.18,118.50,2293.0,4519.0,2013,11,23,326
K.R.S,41.34,102.09,6533.0,4507.0,2013,11,24,327
K.R.S,41.98,119.15,11708.0,4107.0,2013,11,25,328
K.R.S,42.23,119.35,7586.0,4500.0,2013,11,26,329
K.R.S,42.24,119.36,4833.0,4500.0,2013,11,27,330
K.R.S,42.18,119.31,3963.0,4500.0,2013,11,28,331
K.R.S,42.08,119.23,3528.0,4500.0,2013,11,29,332
K.R.S,42.02,119.18,3963.0,4500.0,2013,11,30,333
K.R.S,0.0,119.10,3514.0,4500.0,2013,12,1,334
K.R.S,41.79,119,3239.0,4500.0,2013,12,2,335
K.R.S,41.68,118.91,3385.0,4478.0,2013,12,3,336
K.R.S,41.56,118.81,3235.0,4470.0,2013,12,4,337
K.R.S,41.48,118.75,3802.0,4470.0,2013,12,5,338
K.R.S,41.36,118.65,3235.0,4470.0,2013,12,6,339
K.R.S,41.24,118.55,3234.0,4469.0,2013,12,7,340
K.R.S,41.12,118.45,3228.0,4463.0,2013,12,8,341
K.R.S,41.01,118.36,3351.0,4444.0,2013,12,9,342
K.R.S,40.9,118.27,3351.0,4444.0,2013,12,10,343
K.R.S,40.79,118.18,3351.0,4444.0,2013,12,11,344
K.R.S,40.65,118.07,2968.0,4344.0,2013,12,12,345
K.R.S,40.49,117.94,2594.0,4237.0,2013,12,13,346
K.R.S,40.47,117.92,3561.0,3659.0,2013,12,14,347
K.R.S,40.43,117.89,3699.0,4214.0,2013,12,15,348
K.R.S,40.33,117.80,3145.0,4214.0,2013,12,16,349
K.R.S,40.21,117.70,2906.0,4114.0,2013,12,17,350
K.R.S,40.12,117.63,3221.0,4013.0,2013,12,18,351
K.R.S,40.0,117.53,2805.0,4013.0,2013,12,19,352
K.R.S,39.88,117.43,2773.0,3995.0,2013,12,20,353
K.R.S,39.87,117.42,2599.0,2573.0,2013,12,21,354
K.R.S,39.85,117.40,2377.0,2490.0,2013,12,22,355
K.R.S,39.69,117.27,2351.0,3988.0,2013,12,23,356
K.R.S,39.52,117.13,2212.0,3988.0,2013,12,24,357
K.R.S,39.29,116.93,1694.0,4282.0,2013,12,25,358
K.R.S,39.04,116.72,1578.0,4263.0,2013,12,26,359
K.R.S,38.84,116.55,1873.0,4016.0,2013,12,27,360
K.R.S,38.73,116.45,1984.0,3177.0,2013,12,28,361
K.R.S,38.67,116.40,1981.0,2496.0,2013,12,29,362
K.R.S,38.63,116.37,1875.0,1120.0,2013,12,30,363
K.R.S,38.61,116.35,1885.0,1994.0,2013,12,31,364
K.R.S,38.58,116.33,1885.0,1994.0,2014,1,1,0
K.R.S,38.55,116.30,1550.0,1782.0,2014,1,2,1
K.R.S,38.49,116.25,1547.0,1644.0,2014,1,3,2
K.R.S,38.49,116.25,1547.0,1644.0,2014,1,4,3
K.R.S,38.48,116.24,1154.0,1115.0,2014,1,5,4
K.R.S,38.47,116.23,625.0,586.0,2014,1,6,5
K.R.S,38.48,116.24,896.0,586.0,2014,1,7,6
K.R.S,38.5,116.26,1032.0,586.0,2014,1,8,7
K.R.S,38.55,116.30,1303.0,586.0,2014,1,9,8
K.R.S,38.61,116.35,1438.0,586.0,2014,1,10,9
K.R.S,38.56,116.31,1300.0,1416.0,2014,1,11,10
K.R.S,38.35,116.13,984.0,3247.0,2014,1,12,11
K.R.S,38.12,115.93,1228.0,3247.0,2014,1,13,12
K.R.S,37.89,115.73,1249.0,3727.0,2014,1,14,13
K.R.S,37.6,115.48,1077.0,1011.0,2014,1,15,14
K.R.S,37.26,115.18,400.0,536.0,2014,1,16,15
K.R.S,36.98,114.93,568.0,536.0,2014,1,17,16
K.R.S,36.71,114.69,737.0,536.0,2014,1,18,17
K.R.S,36.44,114.45,657.0,970.0,2014,1,19,18
K.R.S,36.21,114.24,1029.0,954.0,2014,1,20,19
K.R.S,35.94,114,903.0,771.0,2014,1,21,20
K.R.S,35.62,113.71,531.0,839.0,2014,1,22,21
K.R.S,35.33,113.44,875.0,930.0,2014,1,23,22
K.R.S,35.03,113.17,863.0,918.0,2014,1,24,23
K.R.S,34.73,112.89,763.0,913.0,2014,1,25,24
K.R.S,34.46,112.64,865.0,648.0,2014,1,26,25
K.R.S,34.19,112.39,562.0,394.0,2014,1,27,26
K.R.S,34.12,112.32,496.0,382.0,2014,1,28,27
K.R.S,34.12,112.32,580.0,382.0,2014,1,29,28
K.R.S,34.1,112.30,333.0,382.0,2014,1,30,29
K.R.S,34.07,112.27,210.0,382.0,2014,1,31,30
K.R.S,34.05,112.25,333.0,382.0,2014,2,1,31
K.R.S,34.01,112.22,209.0,382.0,2014,2,2,32
K.R.S,33.99,112.20,333.0,382.0,2014,2,3,33
K.R.S,33.97,112.18,333.0,382.0,2014,2,4,34
K.R.S,33.95,112.16,333.0,382.0,2014,2,5,35
K.R.S,33.92,112.13,209.0,382.0,2014,2,6,36
K.R.S,33.78,112,710.0,382.0,2014,2,7,37
K.R.S,33.51,111.74,569.0,874.0,2014,2,8,38
K.R.S,33.21,111.45,420.0,1012.0,2014,2,9,39
K.R.S,32.89,111.15,438.0,1151.0,2014,2,10,40
K.R.S,32.57,110.84,354.0,1144.0,2014,2,11,41
K.R.S,32.22,110.49,403.0,1128.0,2014,2,12,42
K.R.S,31.85,110.13,277.0,1120.0,2014,2,13,43
K.R.S,31.48,109.76,216.0,1112.0,2014,2,14,44
K.R.S,31.11,109.39,236.0,1097.0,2014,2,15,45
K.R.S,30.75,109.02,228.0,1089.0,2014,2,16,46
K.R.S,31.11,109.39,236.0,1097.0,2014,2,17,47
K.R.S,30.01,108.26,199.0,1073.0,2014,2,18,48
K.R.S,29.62,107.86,252.0,1263.0,2014,2,19,49
K.R.S,29.24,107.45,200.0,1252.0,2014,2,20,50
K.R.S,28.85,107.04,195.0,1247.0,2014,2,21,51
K.R.S,28.47,106.63,285.0,1241.0,2014,2,22,52
K.R.S,28.08,106.21,178.0,1231.0,2014,2,23,53
K.R.S,27.7,105.79,220.0,1220.0,2014,2,24,54
K.R.S,27.55,105.62,219.0,615.0,2014,2,25,55
K.R.S,27.49,105.56,214.0,665.0,2014,2,26,56
K.R.S,27.44,105.50,264.0,715.0,2014,2,27,57
K.R.S,27.37,105.43,157.0,713.0,2014,2,28,58
K.R.S,27.34,105.39,167.0,410.0,2014,3,1,59
K.R.S,27.3,105.35,167.0,410.0,2014,3,2,60
K.R.S,27.27,105.31,177.0,409.0,2014,3,3,61
K.R.S,27.23,105.27,177.0,409.0,2014,3,4,62
K.R.S,27.19,105.23,177.0,409.0,2014,3,5,63
K.R.S,27.16,105.19,177.0,409.0,2014,3,6,64
K.R.S,27.12,105.15,177.0,409.0,2014,3,7,65
K.R.S,27.1,105.12,281.0,409.0,2014,3,8,66
K.R.S,27.06,105.08,177.0,409.0,2014,3,9,67
K.R.S,27.02,105.04,177.0,409.0,2014,3,10,68
K.R.S,26.99,105,177.0,409.0,2014,3,11,69
K.R.S,26.85,104.84,240.0,805.0,2014,3,12,70
K.R.S,26.55,104.50,189.0,1204.0,2014,3,13,71
K.R.S,26.21,104.11,178.0,1201.0,2014,3,14,72
K.R.S,25.82,103.66,143.0,1196.0,2014,3,15,73
