FLOW_DATE,RESERVOIR,PRESENT_STORAGE_TMC,RES_LEVEL_FT,INFLOW_CUSECS,OUTFLOW_CUECS,YEAR,MONTH,DATE,DAY,SEASON
2019-03-22,K.R.S,23.68,101.09,81.0,3624.0,2019.0,3.0,22.0,80.0,SUMMER
2020-03-22,K.R.S,29.8,108.04,143.0,3801.0,2020.0,3.0,22.0,80.0,SUMMER
2011-03-23,Hemavathi,20.52,2901.26,46.0,2850.0,2011.0,3.0,23.0,81.0,SUMMER
2014-03-23,Hemavathi,6.46,2870.37,62.0,500.0,2014.0,3.0,23.0,81.0,SUMMER
2015-03-23,Hemavathi,6.44,2870.26,265.0,300.0,2015.0,3.0,23.0,81.0,SUMMER
2016-03-23,Hemavathi,5.37,2866.37,51.0,560.0,2016.0,3.0,23.0,81.0,SUMMER
2017-03-23,Hemavathi,3.4,2857.10,5.0,125.0,2017.0,3.0,23.0,81.0,SUMMER
2018-03-23,Hemavathi,6.22,2869.04,22.0,500.0,2018.0,3.0,23.0,81.0,SUMMER
2019-03-23,Hemavathi,6.04,2868.51,195.0,200.0,2019.0,3.0,23.0,81.0,SUMMER
2020-03-23,Hemavathi,17.94,2896.90,17.0,200.0,2020.0,3.0,23.0,81.0,SUMMER
2011-03-23,Harangi,4.09,2839.26,32.0,40.0,2011.0,3.0,23.0,81.0,SUMMER
2014-03-23,Harangi,1.76,2808.63,20.0,0.0,2014.0,3.0,23.0,81.0,SUMMER
2015-03-23,Harangi,1.12,2797.64,11.0,0.0,2015.0,3.0,23.0,81.0,SUMMER
2016-03-23,Harangi,1.0,2795.22,12.0,0.0,2016.0,3.0,23.0,81.0,SUMMER
2017-03-23,Harangi,1.7,2807.83,5.0,8.0,2017.0,3.0,23.0,81.0,SUMMER
2018-03-23,Harangi,2.12,2813.82,145.0,385.0,2018.0,3.0,23.0,81.0,SUMMER
2019-03-23,Harangi,1.78,2808.90,74.0,135.0,2019.0,3.0,23.0,81.0,SUMMER
2020-03-23,Harangi,3.45,2832.15,40.0,320.0,2020.0,3.0,23.0,81.0,SUMMER
2011-03-23,Kabini,11.66,2269.95,67.0,1440.0,2011.0,3.0,23.0,81.0,SUMMER
2014-03-23,Kabini,12.41,2271.47,58.0,800.0,2014.0,3.0,23.0,81.0,SUMMER
2015-03-23,Kabini,13.27,2273.13,95.0,290.0,2015.0,3.0,23.0,81.0,SUMMER
2016-03-23,Kabini,6.87,2258.75,60.0,600.0,2016.0,3.0,23.0,81.0,SUMMER
2017-03-23,Kabini,4.34,2250.91,67.0,100.0,2017.0,3.0,23.0,81.0,SUMMER
2018-03-23,Kabini,8.26,2262.40,71.0,600.0,2018.0,3.0,23.0,81.0,SUMMER
2019-03-23,Kabini,11.43,2269.47,63.0,1800.0,2019.0,3.0,23.0,81.0,SUMMER
2020-03-23,Kabini,13.25,2273.08,195.0,700.0,2020.0,3.0,23.0,81.0,SUMMER
2011-03-23,K.R.S,30.16,108.42,638.0,3960.0,2011.0,3.0,23.0,81.0,SUMMER
2014-03-23,K.R.S,22.63,99.77,172.0,1371.0,2014.0,3.0,23.0,81.0,SUMMER
2015-03-23,K.R.S,23.86,101.32,358.0,4184.0,2015.0,3.0,23.0,81.0,SUMMER
2016-03-23,K.R.S,12.36,83.38,296.0,1865.0,2016.0,3.0,23.0,81.0,SUMMER
2017-03-23,K.R.S,10.33,78.95,257.0,1084.0,2017.0,3.0,23.0,81.0,SUMMER
2018-03-23,K.R.S,11.07,80.64,169.0,1134.0,2018.0,3.0,23.0,81.0,SUMMER
2019-03-23,K.R.S,23.34,100.67,122.0,3873.0,2019.0,3.0,23.0,81.0,SUMMER
2020-03-23,K.R.S,29.46,107.69,106.0,3796.0,2020.0,3.0,23.0,81.0,SUMMER
2011-03-24,Hemavathi,20.2,2900.78,75.0,3650.0,2011.0,3.0,24.0,82.0,SUMMER
2014-03-24,Hemavathi,6.42,2870.15,63.0,500.0,2014.0,3.0,24.0,82.0,SUMMER
2015-03-24,Hemavathi,6.43,2870.22,266.0,300.0,2015.0,3.0,24.0,82.0,SUMMER
2016-03-24,Hemavathi,5.3,2866.11,50.0,725.0,2016.0,3.0,24.0,82.0,SUMMER
2017-03-24,Hemavathi,3.39,2857.03,6.0,125.0,2017.0,3.0,24.0,82.0,SUMMER
2018-03-24,Hemavathi,6.17,2868.89,24.0,500.0,2018.0,3.0,24.0,82.0,SUMMER
2019-03-24,Hemavathi,6.04,2868.50,195.0,200.0,2019.0,3.0,24.0,82.0,SUMMER
2020-03-24,Hemavathi,17.91,2896.86,17.0,200.0,2020.0,3.0,24.0,82.0,SUMMER
2011-03-24,Harangi,4.09,2839.24,32.0,40.0,2011.0,3.0,24.0,82.0,SUMMER
2014-03-24,Harangi,1.76,2808.65,28.0,0.0,2014.0,3.0,24.0,82.0,SUMMER
2015-03-24,Harangi,1.12,2797.64,11.0,0.0,2015.0,3.0,24.0,82.0,SUMMER
2016-03-24,Harangi,1.0,2795.22,12.0,0.0,2016.0,3.0,24.0,82.0,SUMMER
2017-03-24,Harangi,1.7,2807.80,5.0,8.0,2017.0,3.0,24.0,82.0,SUMMER
2018-03-24,Harangi,2.07,2813.13,235.0,303.0,2018.0,3.0,24.0,82.0,SUMMER
2019-03-24,Harangi,1.77,2808.80,72.0,135.0,2019.0,3.0,24.0,82.0,SUMMER
2020-03-24,Harangi,3.42,2831.67,40.0,310.0,2020.0,3.0,24.0,82.0,SUMMER
2011-03-24,Kabini,11.58,2269.78,47.0,890.0,2011.0,3.0,24.0,82.0,SUMMER
2014-03-24,Kabini,12.32,2271.29,56.0,800.0,2014.0,3.0,24.0,82.0,SUMMER
2015-03-24,Kabini,13.24,2273.08,95.0,290.0,2015.0,3.0,24.0,82.0,SUMMER
2016-03-24,Kabini,6.82,2258.60,60.0,600.0,2016.0,3.0,24.0,82.0,SUMMER
2017-03-24,Kabini,4.33,2250.87,36.0,100.0,2017.0,3.0,24.0,82.0,SUMMER
2018-03-24,Kabini,8.21,2262.27,70.0,600.0,2018.0,3.0,24.0,82.0,SUMMER
2019-03-24,Kabini,11.31,2269.23,64.0,1300.0,2019.0,3.0,24.0,82.0,SUMMER
2020-03-24,Kabini,13.2,2273,319.0,700.0,2020.0,3.0,24.0,82.0,SUMMER
2011-03-24,K.R.S,29.84,108.09,407.0,3954.0,2011.0,3.0,24.0,82.0,SUMMER
2014-03-24,K.R.S,22.23,99.25,143.0,1368.0,2014.0,3.0,24.0,82.0,SUMMER
2015-03-24,K.R.S,23.51,100.89,285.0,4181.0,2015.0,3.0,24.0,82.0,SUMMER
2016-03-24,K.R.S,12.34,83.35,245.0,336.0,2016.0,3.0,24.0,82.0,SUMMER
2017-03-24,K.R.S,10.25,78.76,220.0,1076.0,2017.0,3.0,24.0,82.0,SUMMER
2018-03-24,K.R.S,11.05,80.59,154.0,341.0,2018.0,3.0,24.0,82.0,SUMMER
2019-03-24,K.R.S,23.01,100.25,141.0,3871.0,2019.0,3.0,24.0,82.0,SUMMER
2020-03-24,K.R.S,29.13,107.34,106.0,3785.0,2020.0,3.0,24.0,82.0,SUMMER
2011-03-25,Hemavathi,19.9,2900.32,25.0,3450.0,2011.0,3.0,25.0,83.0,SUMMER
2014-03-25,Hemavathi,6.38,2869.92,51.0,500.0,2014.0,3.0,25.0,83.0,SUMMER
2015-03-25,Hemavathi,6.42,2870.18,266.0,300.0,2015.0,3.0,25.0,83.0,SUMMER
2016-03-25,Hemavathi,5.24,2865.85,49.0,725.0,2016.0,3.0,25.0,83.0,SUMMER
2017-03-25,Hemavathi,3.37,2856.95,0.0,125.0,2017.0,3.0,25.0,83.0,SUMMER
2018-03-25,Hemavathi,6.13,2868.76,27.0,500.0,2018.0,3.0,25.0,83.0,SUMMER
2019-03-25,Hemavathi,6.03,2868.49,195.0,200.0,2019.0,3.0,25.0,83.0,SUMMER
2020-03-25,Hemavathi,17.89,2896.82,17.0,200.0,2020.0,3.0,25.0,83.0,SUMMER
2011-03-25,Harangi,4.09,2839.22,32.0,40.0,2011.0,3.0,25.0,83.0,SUMMER
2014-03-25,Harangi,1.76,2808.66,20.0,0.0,2014.0,3.0,25.0,83.0,SUMMER
2015-03-25,Harangi,1.12,2797.65,16.0,0.0,2015.0,3.0,25.0,83.0,SUMMER
2016-03-25,Harangi,1.0,2795.22,12.0,0.0,2016.0,3.0,25.0,83.0,SUMMER
2017-03-25,Harangi,1.7,2807.77,5.0,8.0,2017.0,3.0,25.0,83.0,SUMMER
2018-03-25,Harangi,2.02,2812.49,203.0,295.0,2018.0,3.0,25.0,83.0,SUMMER
2019-03-25,Harangi,1.75,2808.50,64.0,170.0,2019.0,3.0,25.0,83.0,SUMMER
2020-03-25,Harangi,3.41,2831.48,40.0,135.0,2020.0,3.0,25.0,83.0,SUMMER
2011-03-25,Kabini,11.49,2269.61,46.0,890.0,2011.0,3.0,25.0,83.0,SUMMER
2014-03-25,Kabini,12.23,2271.11,56.0,800.0,2014.0,3.0,25.0,83.0,SUMMER
2015-03-25,Kabini,13.22,2273.03,95.0,290.0,2015.0,3.0,25.0,83.0,SUMMER
2016-03-25,Kabini,6.76,2258.45,60.0,600.0,2016.0,3.0,25.0,83.0,SUMMER
2017-03-25,Kabini,4.32,2250.84,66.0,100.0,2017.0,3.0,25.0,83.0,SUMMER
2018-03-25,Kabini,8.16,2262.15,68.0,550.0,2018.0,3.0,25.0,83.0,SUMMER
2019-03-25,Kabini,11.15,2268.89,68.0,1850.0,2019.0,3.0,25.0,83.0,SUMMER
2020-03-25,Kabini,13.16,2272.91,270.0,700.0,2020.0,3.0,25.0,83.0,SUMMER
2011-03-25,K.R.S,29.57,107.80,902.0,3947.0,2011.0,3.0,25.0,83.0,SUMMER
2014-03-25,K.R.S,21.82,98.72,117.0,1367.0,2014.0,3.0,25.0,83.0,SUMMER
2015-03-25,K.R.S,23.17,100.45,266.0,4180.0,2015.0,3.0,25.0,83.0,SUMMER
2016-03-25,K.R.S,12.33,83.32,244.0,335.0,2016.0,3.0,25.0,83.0,SUMMER
2017-03-25,K.R.S,10.17,78.57,216.0,1072.0,2017.0,3.0,25.0,83.0,SUMMER
2018-03-25,K.R.S,11.03,80.54,153.0,340.0,2018.0,3.0,25.0,83.0,SUMMER
2019-03-25,K.R.S,22.67,99.82,86.0,3867.0,2019.0,3.0,25.0,83.0,SUMMER
2020-03-25,K.R.S,28.81,107,209.0,3779.0,2020.0,3.0,25.0,83.0,SUMMER
2011-03-26,Hemavathi,19.59,2899.84,63.0,3450.0,2011.0,3.0,26.0,84.0,SUMMER
2014-03-26,Hemavathi,6.33,2869.68,47.0,500.0,2014.0,3.0,26.0,84.0,SUMMER
2015-03-26,Hemavathi,6.41,2870.14,267.0,300.0,2015.0,3.0,26.0,84.0,SUMMER
2016-03-26,Hemavathi,5.23,2865.78,53.0,200.0,2016.0,3.0,26.0,84.0,SUMMER
2017-03-26,Hemavathi,3.36,2856.87,0.0,125.0,2017.0,3.0,26.0,84.0,SUMMER
2018-03-26,Hemavathi,6.08,2868.63,27.0,500.0,2018.0,3.0,26.0,84.0,SUMMER
2019-03-26,Hemavathi,6.03,2868.47,155.0,200.0,2019.0,3.0,26.0,84.0,SUMMER
2020-03-26,Hemavathi,17.87,2896.78,16.0,200.0,2020.0,3.0,26.0,84.0,SUMMER
2011-03-26,Harangi,4.08,2839.20,32.0,40.0,2011.0,3.0,26.0,84.0,SUMMER
2014-03-26,Harangi,1.76,2808.67,20.0,0.0,2014.0,3.0,26.0,84.0,SUMMER
2015-03-26,Harangi,1.12,2797.66,16.0,0.0,2015.0,3.0,26.0,84.0,SUMMER
2016-03-26,Harangi,1.0,2795.22,12.0,0.0,2016.0,3.0,26.0,84.0,SUMMER
2017-03-26,Harangi,1.67,2807.33,5.0,8.0,2017.0,3.0,26.0,84.0,SUMMER
2018-03-26,Harangi,1.98,2811.82,197.0,315.0,2018.0,3.0,26.0,84.0,SUMMER
2019-03-26,Harangi,1.73,2808.22,68.0,170.0,2019.0,3.0,26.0,84.0,SUMMER
2020-03-26,Harangi,3.41,2831.38,75.0,115.0,2020.0,3.0,26.0,84.0,SUMMER
2011-03-26,Kabini,11.48,2269.59,44.0,50.0,2011.0,3.0,26.0,84.0,SUMMER
2014-03-26,Kabini,12.14,2270.93,65.0,985.0,2014.0,3.0,26.0,84.0,SUMMER
2015-03-26,Kabini,13.19,2272.98,97.0,290.0,2015.0,3.0,26.0,84.0,SUMMER
2016-03-26,Kabini,6.71,2258.30,60.0,600.0,2016.0,3.0,26.0,84.0,SUMMER
2017-03-26,Kabini,4.31,2250.80,36.0,100.0,2017.0,3.0,26.0,84.0,SUMMER
2018-03-26,Kabini,8.11,2262.04,65.0,500.0,2018.0,3.0,26.0,84.0,SUMMER
2019-03-26,Kabini,10.98,2268.54,40.0,1850.0,2019.0,3.0,26.0,84.0,SUMMER
2020-03-26,Kabini,13.1,2272.81,210.0,700.0,2020.0,3.0,26.0,84.0,SUMMER
2011-03-26,K.R.S,29.28,107.50,802.0,3934.0,2011.0,3.0,26.0,84.0,SUMMER
2014-03-26,K.R.S,21.42,98.19,171.0,4672.0,2014.0,3.0,26.0,84.0,SUMMER
2015-03-26,K.R.S,22.82,100.02,358.0,4180.0,2015.0,3.0,26.0,84.0,SUMMER
2016-03-26,K.R.S,12.31,83.29,244.0,335.0,2016.0,3.0,26.0,84.0,SUMMER
2017-03-26,K.R.S,10.09,78.39,261.0,1069.0,2017.0,3.0,26.0,84.0,SUMMER
2018-03-26,K.R.S,11.0,80.49,153.0,340.0,2018.0,3.0,26.0,84.0,SUMMER
2019-03-26,K.R.S,22.34,99.39,139.0,3864.0,2019.0,3.0,26.0,84.0,SUMMER
2020-03-26,K.R.S,28.49,106.65,183.0,3773.0,2020.0,3.0,26.0,84.0,SUMMER
2011-03-27,Hemavathi,19.29,2899.30,51.0,3450.0,2011.0,3.0,27.0,85.0,SUMMER
2014-03-27,Hemavathi,6.31,2869.56,48.0,250.0,2014.0,3.0,27.0,85.0,SUMMER
2015-03-27,Hemavathi,6.4,2870.04,267.0,425.0,2015.0,3.0,27.0,85.0,SUMMER
2016-03-27,Hemavathi,5.22,2865.74,37.0,100.0,2016.0,3.0,27.0,85.0,SUMMER
2017-03-27,Hemavathi,3.34,2856.79,0.0,125.0,2017.0,3.0,27.0,85.0,SUMMER
2018-03-27,Hemavathi,6.06,2868.57,7.0,200.0,2018.0,3.0,27.0,85.0,SUMMER
2019-03-27,Hemavathi,6.02,2868.45,156.0,200.0,2019.0,3.0,27.0,85.0,SUMMER
2020-03-27,Hemavathi,17.85,2896.74,17.0,200.0,2020.0,3.0,27.0,85.0,SUMMER
2011-03-27,Harangi,4.08,2839.18,32.0,40.0,2011.0,3.0,27.0,85.0,SUMMER
2014-03-27,Harangi,1.76,2808.68,20.0,0.0,2014.0,3.0,27.0,85.0,SUMMER
2015-03-27,Harangi,1.12,2797.68,22.0,0.0,2015.0,3.0,27.0,85.0,SUMMER
2016-03-27,Harangi,1.0,2795.22,12.0,0.0,2016.0,3.0,27.0,85.0,SUMMER
2017-03-27,Harangi,1.69,2807.68,5.0,8.0,2017.0,3.0,27.0,85.0,SUMMER
2018-03-27,Harangi,1.93,2811.13,188.0,350.0,2018.0,3.0,27.0,85.0,SUMMER
2019-03-27,Harangi,1.71,2808,56.0,160.0,2019.0,3.0,27.0,85.0,SUMMER
2020-03-27,Harangi,3.41,2831.33,75.0,90.0,2020.0,3.0,27.0,85.0,SUMMER
2011-03-27,Kabini,11.47,2269.57,44.0,50.0,2011.0,3.0,27.0,85.0,SUMMER
2014-03-27,Kabini,12.05,2270.75,79.0,985.0,2014.0,3.0,27.0,85.0,SUMMER
2015-03-27,Kabini,13.14,2272.89,110.0,540.0,2015.0,3.0,27.0,85.0,SUMMER
2016-03-27,Kabini,6.66,2258.15,59.0,600.0,2016.0,3.0,27.0,85.0,SUMMER
2017-03-27,Kabini,4.3,2250.77,66.0,100.0,2017.0,3.0,27.0,85.0,SUMMER
2018-03-27,Kabini,8.06,2261.92,84.0,550.0,2018.0,3.0,27.0,85.0,SUMMER
2019-03-27,Kabini,10.82,2268.19,39.0,2300.0,2019.0,3.0,27.0,85.0,SUMMER
2020-03-27,Kabini,13.05,2272.70,149.0,700.0,2020.0,3.0,27.0,85.0,SUMMER
2011-03-27,K.R.S,29.03,107.23,1124.0,3928.0,2011.0,3.0,27.0,85.0,SUMMER
2014-03-27,K.R.S,21.02,97.65,164.0,4672.0,2014.0,3.0,27.0,85.0,SUMMER
2015-03-27,K.R.S,22.48,99.57,268.0,4176.0,2015.0,3.0,27.0,85.0,SUMMER
2016-03-27,K.R.S,12.3,83.26,244.0,335.0,2016.0,3.0,27.0,85.0,SUMMER
2017-03-27,K.R.S,10.02,78.21,257.0,1065.0,2017.0,3.0,27.0,85.0,SUMMER
2018-03-27,K.R.S,10.98,80.44,152.0,339.0,2018.0,3.0,27.0,85.0,SUMMER
2019-03-27,K.R.S,22.0,98.95,60.0,3863.0,2019.0,3.0,27.0,85.0,SUMMER
2020-03-27,K.R.S,28.16,106.30,172.0,3762.0,2020.0,3.0,27.0,85.0,SUMMER
2011-03-28,Hemavathi,18.99,2898.76,49.0,3450.0,2011.0,3.0,28.0,86.0,SUMMER
2014-03-28,Hemavathi,6.3,2869.49,52.0,150.0,2014.0,3.0,28.0,86.0,SUMMER
2015-03-28,Hemavathi,6.37,2869.91,279.0,500.0,2015.0,3.0,28.0,86.0,SUMMER
2016-03-28,Hemavathi,5.21,2865.70,63.0,125.0,2016.0,3.0,28.0,86.0,SUMMER
2017-03-28,Hemavathi,3.33,2856.71,0.0,125.0,2017.0,3.0,28.0,86.0,SUMMER
2018-03-28,Hemavathi,6.04,2868.51,6.0,200.0,2018.0,3.0,28.0,86.0,SUMMER
2019-03-28,Hemavathi,6.01,2868.43,156.0,200.0,2019.0,3.0,28.0,86.0,SUMMER
2020-03-28,Hemavathi,17.82,2896.70,17.0,200.0,2020.0,3.0,28.0,86.0,SUMMER
2011-03-28,Harangi,4.08,2839.16,38.0,40.0,2011.0,3.0,28.0,86.0,SUMMER
2014-03-28,Harangi,1.76,2808.68,12.0,0.0,2014.0,3.0,28.0,86.0,SUMMER
2015-03-28,Harangi,1.12,2797.71,28.0,0.0,2015.0,3.0,28.0,86.0,SUMMER
2016-03-28,Harangi,1.0,2795.22,12.0,0.0,2016.0,3.0,28.0,86.0,SUMMER
2017-03-28,Harangi,1.69,2807.62,4.0,9.0,2017.0,3.0,28.0,86.0,SUMMER
2018-03-28,Harangi,1.88,2810.44,186.0,350.0,2018.0,3.0,28.0,86.0,SUMMER
2019-03-28,Harangi,1.71,2808,56.0,165.0,2019.0,3.0,28.0,86.0,SUMMER
2020-03-28,Harangi,3.41,2831.29,65.0,70.0,2020.0,3.0,28.0,86.0,SUMMER
2011-03-28,Kabini,11.46,2269.55,44.0,50.0,2011.0,3.0,28.0,86.0,SUMMER
2014-03-28,Kabini,11.96,2270.57,79.0,985.0,2014.0,3.0,28.0,86.0,SUMMER
2015-03-28,Kabini,13.08,2272.76,128.0,800.0,2015.0,3.0,28.0,86.0,SUMMER
2016-03-28,Kabini,6.6,2258,59.0,600.0,2016.0,3.0,28.0,86.0,SUMMER
2017-03-28,Kabini,4.29,2250.73,35.0,100.0,2017.0,3.0,28.0,86.0,SUMMER
2018-03-28,Kabini,8.01,2261.79,97.0,600.0,2018.0,3.0,28.0,86.0,SUMMER
2019-03-28,Kabini,10.65,2267.84,55.0,1850.0,2019.0,3.0,28.0,86.0,SUMMER
2020-03-28,Kabini,12.99,2272.59,148.0,700.0,2020.0,3.0,28.0,86.0,SUMMER
2011-03-28,K.R.S,28.76,106.95,1021.0,2922.0,2011.0,3.0,28.0,86.0,SUMMER
2014-03-28,K.R.S,20.64,97.13,175.0,4471.0,2014.0,3.0,28.0,86.0,SUMMER
2015-03-28,K.R.S,22.13,99.12,269.0,4173.0,2015.0,3.0,28.0,86.0,SUMMER
2016-03-28,K.R.S,12.28,83.22,187.0,335.0,2016.0,3.0,28.0,86.0,SUMMER
2017-03-28,K.R.S,9.93,78,249.0,1203.0,2017.0,3.0,28.0,86.0,SUMMER
2018-03-28,K.R.S,10.96,80.39,152.0,339.0,2018.0,3.0,28.0,86.0,SUMMER
2019-03-28,K.R.S,21.66,98.50,58.0,3861.0,2019.0,3.0,28.0,86.0,SUMMER
2020-03-28,K.R.S,27.82,105.93,115.0,3902.0,2020.0,3.0,28.0,86.0,SUMMER
2011-03-29,Hemavathi,18.99,2898.76,49.0,3450.0,2011.0,3.0,29.0,87.0,SUMMER
2014-03-29,Hemavathi,6.27,2869.33,53.0,340.0,2014.0,3.0,29.0,87.0,SUMMER
2015-03-29,Hemavathi,6.34,2869.75,217.0,500.0,2015.0,3.0,29.0,87.0,SUMMER
2016-03-29,Hemavathi,5.2,2865.66,62.0,125.0,2016.0,3.0,29.0,87.0,SUMMER
2017-03-29,Hemavathi,3.32,2856.64,0.0,125.0,2017.0,3.0,29.0,87.0,SUMMER
2018-03-29,Hemavathi,6.02,2868.45,7.0,200.0,2018.0,3.0,29.0,87.0,SUMMER
2019-03-29,Hemavathi,6.0,2868.41,156.0,200.0,2019.0,3.0,29.0,87.0,SUMMER
2020-03-29,Hemavathi,17.8,2896.66,19.0,200.0,2020.0,3.0,29.0,87.0,SUMMER
2011-03-29,Harangi,4.08,2839.16,38.0,40.0,2011.0,3.0,29.0,87.0,SUMMER
2014-03-29,Harangi,1.76,2808.68,12.0,0.0,2014.0,3.0,29.0,87.0,SUMMER
2015-03-29,Harangi,1.12,2797.71,11.0,0.0,2015.0,3.0,29.0,87.0,SUMMER
2016-03-29,Harangi,1.0,2795.23,18.0,0.0,2016.0,3.0,29.0,87.0,SUMMER
2017-03-29,Harangi,1.68,2807.56,4.0,9.0,2017.0,3.0,29.0,87.0,SUMMER
2018-03-29,Harangi,1.83,2809.66,175.0,430.0,2018.0,3.0,29.0,87.0,SUMMER
2019-03-29,Harangi,1.67,2807.40,56.0,160.0,2019.0,3.0,29.0,87.0,SUMMER
2020-03-29,Harangi,3.4,2831.24,65.0,80.0,2020.0,3.0,29.0,87.0,SUMMER
2011-03-29,Kabini,11.46,2269.55,44.0,50.0,2011.0,3.0,29.0,87.0,SUMMER
2014-03-29,Kabini,11.88,2270.41,60.0,852.0,2014.0,3.0,29.0,87.0,SUMMER
2015-03-29,Kabini,13.01,2272.63,128.0,800.0,2015.0,3.0,29.0,87.0,SUMMER
2016-03-29,Kabini,6.55,2257.84,40.0,600.0,2016.0,3.0,29.0,87.0,SUMMER
2017-03-29,Kabini,4.28,2250.70,66.0,100.0,2017.0,3.0,29.0,87.0,SUMMER
2018-03-29,Kabini,7.96,2261.66,96.0,600.0,2018.0,3.0,29.0,87.0,SUMMER
2019-03-29,Kabini,10.49,2267.49,50.0,1825.0,2019.0,3.0,29.0,87.0,SUMMER
2020-03-29,Kabini,12.93,2272.48,147.0,700.0,2020.0,3.0,29.0,87.0,SUMMER
2011-03-29,K.R.S,0.0,106.64,0.0,0.0,2011.0,3.0,29.0,87.0,SUMMER
2014-03-29,K.R.S,20.35,96.72,169.0,3470.0,2014.0,3.0,29.0,87.0,SUMMER
2015-03-29,K.R.S,21.78,98.66,256.0,4173.0,2015.0,3.0,29.0,87.0,SUMMER
2016-03-29,K.R.S,12.26,83.18,187.0,335.0,2016.0,3.0,29.0,87.0,SUMMER
2017-03-29,K.R.S,9.84,77.77,263.0,1281.0,2017.0,3.0,29.0,87.0,SUMMER
2018-03-29,K.R.S,10.94,80.34,152.0,339.0,2018.0,3.0,29.0,87.0,SUMMER
2019-03-29,K.R.S,21.32,98.05,57.0,3860.0,2019.0,3.0,29.0,87.0,SUMMER
2020-03-29,K.R.S,27.48,105.55,81.0,3896.0,2020.0,3.0,29.0,87.0,SUMMER
2011-03-30,Hemavathi,18.38,2897.68,48.0,3450.0,2011.0,3.0,30.0,88.0,SUMMER
2014-03-30,Hemavathi,6.22,2869.09,46.0,500.0,2014.0,3.0,30.0,88.0,SUMMER
2015-03-30,Hemavathi,6.31,2869.56,153.0,500.0,2015.0,3.0,30.0,88.0,SUMMER
2016-03-30,Hemavathi,5.19,2865.62,62.0,125.0,2016.0,3.0,30.0,88.0,SUMMER
2017-03-30,Hemavathi,3.3,2856.56,0.0,125.0,2017.0,3.0,30.0,88.0,SUMMER
2018-03-30,Hemavathi,6.0,2868.39,7.0,200.0,2018.0,3.0,30.0,88.0,SUMMER
2019-03-30,Hemavathi,5.98,2868.34,156.0,400.0,2019.0,3.0,30.0,88.0,SUMMER
2020-03-30,Hemavathi,17.78,2896.62,18.0,200.0,2020.0,3.0,30.0,88.0,SUMMER
2011-03-30,Harangi,4.08,2839.14,23.0,50.0,2011.0,3.0,30.0,88.0,SUMMER
2014-03-30,Harangi,1.76,2808.68,12.0,0.0,2014.0,3.0,30.0,88.0,SUMMER
2015-03-30,Harangi,1.12,2797.71,11.0,0.0,2015.0,3.0,30.0,88.0,SUMMER
2016-03-30,Harangi,1.0,2795.23,12.0,0.0,2016.0,3.0,30.0,88.0,SUMMER
2017-03-30,Harangi,1.68,2807.50,4.0,9.0,2017.0,3.0,30.0,88.0,SUMMER
2018-03-30,Harangi,1.77,2808.87,175.0,440.0,2018.0,3.0,30.0,88.0,SUMMER
2019-03-30,Harangi,1.65,2807.10,65.0,160.0,2019.0,3.0,30.0,88.0,SUMMER
2020-03-30,Harangi,3.4,2831.17,65.0,80.0,2020.0,3.0,30.0,88.0,SUMMER
2011-03-30,Kabini,11.45,2269.51,43.0,50.0,2011.0,3.0,30.0,88.0,SUMMER
2014-03-30,Kabini,11.81,2270.26,64.0,800.0,2014.0,3.0,30.0,88.0,SUMMER
2015-03-30,Kabini,12.93,2272.48,122.0,915.0,2015.0,3.0,30.0,88.0,SUMMER
2016-03-30,Kabini,6.5,2257.70,57.0,538.0,2016.0,3.0,30.0,88.0,SUMMER
2017-03-30,Kabini,4.27,2250.66,35.0,100.0,2017.0,3.0,30.0,88.0,SUMMER
2018-03-30,Kabini,7.91,2261.53,95.0,600.0,2018.0,3.0,30.0,88.0,SUMMER
2019-03-30,Kabini,10.33,2267.14,49.0,1825.0,2019.0,3.0,30.0,88.0,SUMMER
2020-03-30,Kabini,12.85,2272.32,171.0,1025.0,2020.0,3.0,30.0,88.0,SUMMER
2011-03-30,K.R.S,28.2,106.34,625.0,4109.0,2011.0,3.0,30.0,88.0,SUMMER
2014-03-30,K.R.S,20.05,96.30,115.0,3469.0,2014.0,3.0,30.0,88.0,SUMMER
2015-03-30,K.R.S,21.43,98.20,282.0,4172.0,2015.0,3.0,30.0,88.0,SUMMER
2016-03-30,K.R.S,12.24,83.14,187.0,335.0,2016.0,3.0,30.0,88.0,SUMMER
2017-03-30,K.R.S,9.74,77.54,258.0,1276.0,2017.0,3.0,30.0,88.0,SUMMER
2018-03-30,K.R.S,10.91,80.29,150.0,337.0,2018.0,3.0,30.0,88.0,SUMMER
2019-03-30,K.R.S,20.98,97.59,61.0,3859.0,2019.0,3.0,30.0,88.0,SUMMER
2020-03-30,K.R.S,27.17,105.20,164.0,3666.0,2020.0,3.0,30.0,88.0,SUMMER
2011-03-31,Hemavathi,18.07,2897.14,46.0,3450.0,2011.0,3.0,31.0,89.0,SUMMER
2014-03-31,Hemavathi,6.17,2868.89,40.0,620.0,2014.0,3.0,31.0,89.0,SUMMER
2015-03-31,Hemavathi,6.27,2869.35,112.0,500.0,2015.0,3.0,31.0,89.0,SUMMER
2016-03-31,Hemavathi,5.18,2865.58,62.0,125.0,2016.0,3.0,31.0,89.0,SUMMER
2017-03-31,Hemavathi,3.29,2856.48,0.0,125.0,2017.0,3.0,31.0,89.0,SUMMER
