DISTRICTS,RAINFALL,YEAR,MONTH,DEPARTURE,SEASON
DAVANGERE,0.6,2014,2,-25.0,WINTER
BELGAUM,4.3,2014,2,378.0,WINTER
KOPPAL,9.0,2014,2,2150.0,WINTER
BIDAR,6.4,2014,2,5.0,WINTER
CHIKBALLAPURA,0.0,2014,2,-100.0,WINTER
KODAGU,0.6,2014,2,-86.0,WINTER
TUMKUR,3.9,2014,2,30.0,WINTER
MYSURU,2.3,2014,2,-34.0,WINTER
BELAGAVI,4.3,2014,2,378.0,WINTER
BELLARY,6.0,2014,2,329.0,WINTER
DAKSHIN KANNADA,0.5,2014,2,-29.0,WINTER
BANGALORE RURAL,0.1,2014,2,-98.0,WINTER
CHITRADURGA,1.4,2014,2,17.0,WINTER
CHAMARAJANAGAR,1.9,2014,2,-68.0,WINTER
CHIKKAMAGALURU,1.5,2014,2,-25.0,WINTER
BAGALKOTE,8.6,2014,2,473.0,WINTER
HASSAN,0.0,2015,2,-100.0,WINTER
KOPPAL,0.0,2015,2,-100.0,WINTER
BAGALKOTE,0.0,2015,2,-100.0,WINTER
SHIMOGA,0.0,2015,2,-100.0,WINTER
UTTAR KANNADA,0.0,2015,2,-100.0,WINTER
RAICHUR,0.0,2015,2,-100.0,WINTER
BIJAPUR,0.0,2015,2,-100.0,WINTER
CHIKBALLAPURA,0.0,2015,2,-100.0,WINTER
DAKSHIN KANNADA,1.8,2015,2,162.0,WINTER
CHIKKAMAGALURU,0.4,2015,2,-81.0,WINTER
DHARWAD,0.0,2015,2,-100.0,WINTER
TUMKUR,0.0,2015,2,-100.0,WINTER
MYSURU,0.1,2015,2,-96.0,WINTER
KOLAR,0.0,2015,2,-100.0,WINTER
CHITRADURGA,0.0,2015,2,-100.0,WINTER
BANGALORE URBAN,0.0,2015,2,-100.0,WINTER
YADGIR,0.0,2015,2,-100.0,WINTER
HAVERI,0.0,2015,2,-100.0,WINTER
BELLARY,0.0,2015,2,-100.0,WINTER
BELGAUM,0.0,2015,2,-100.0,WINTER
DAVANGERE,0.0,2015,2,-100.0,WINTER
GADAG,0.0,2015,2,-100.0,WINTER
CHAMARAJANAGAR,0.0,2015,2,-100.0,WINTER
BELAGAVI,0.0,2015,2,-100.0,WINTER
BIDAR,0.0,2015,2,-100.0,WINTER
BANGALORE RURAL,0.0,2015,2,-100.0,WINTER
KODAGU,4.3,2015,2,3.0,WINTER
MANDYA,0.0,2015,2,-100.0,WINTER
RAMANAGARA,0.0,2015,2,-100.0,WINTER
UDUPI,0.0,2015,2,-100.0,WINTER
SHIMOGA,0.0,2016,2,-100.0,WINTER
BAGALKOTE,0.0,2016,2,-100.0,WINTER
BELGAUM,0.8,2016,2,-8.0,WINTER
CHIKKAMAGALURU,1.3,2016,2,-34.0,WINTER
CHITRADURGA,0.0,2016,2,-100.0,WINTER
BANGALORE RURAL,0.0,2016,2,-100.0,WINTER
DAKSHIN KANNADA,0.0,2016,2,-100.0,WINTER
KODAGU,0.8,2016,2,-82.0,WINTER
CHAMARAJANAGAR,0.9,2016,2,-86.0,WINTER
TUMKUR,0.0,2016,2,-100.0,WINTER
BANGALORE URBAN,0.0,2016,2,-100.0,WINTER
CHIKBALLAPURA,0.0,2016,2,-100.0,WINTER
UTTAR KANNADA,0.0,2016,2,-100.0,WINTER
MANDYA,0.1,2016,2,-97.0,WINTER
MYSURU,1.8,2016,2,-48.0,WINTER
YADGIR,0.0,2016,2,-100.0,WINTER
UDUPI,0.0,2016,2,-100.0,WINTER
DHARWAD,0.1,2016,2,-98.0,WINTER
DAVANGERE,0.0,2016,2,-100.0,WINTER
HAVERI,0.4,2016,2,-20.0,WINTER
BIDAR,1.7,2016,2,-73.0,WINTER
HASSAN,1.7,2016,2,-31.0,WINTER
BELLARY,0.0,2016,2,-100.0,WINTER
KOPPAL,0.0,2016,2,-100.0,WINTER
RAMANAGARA,0.0,2016,2,-100.0,WINTER
GADAG,0.0,2016,2,-100.0,WINTER
RAICHUR,0.0,2016,2,-100.0,WINTER
BELAGAVI,0.8,2016,2,-8.0,WINTER
KOLAR,0.0,2016,2,-100.0,WINTER
VIJAYAPURA,0.0,2016,2,-100.0,WINTER
KALABURGI,0.8,2016,2,-72.0,WINTER
BELAGAVI,0.0,2017,2,-100.0,WINTER
GADAG,0.0,2017,2,-100.0,WINTER
RAICHUR,0.0,2017,2,-100.0,WINTER
RAMANAGARA,0.0,2017,2,-100.0,WINTER
CHITRADURGA,0.0,2017,2,-100.0,WINTER
CHIKKAMAGALURU,0.0,2017,2,-100.0,WINTER
CHAMARAJANAGAR,0.0,2017,2,-100.0,WINTER
MYSURU,0.0,2017,2,-100.0,WINTER
KALABURGI,0.0,2017,2,-100.0,WINTER
DAKSHIN KANNADA,0.0,2017,2,-100.0,WINTER
HASSAN,0.0,2017,2,-100.0,WINTER
BANGALORE RURAL,0.0,2017,2,-100.0,WINTER
MANDYA,0.0,2017,2,-100.0,WINTER
KODAGU,0.0,2017,2,-100.0,WINTER
BAGALKOTE,0.0,2017,2,-100.0,WINTER
YADGIR,0.0,2017,2,-100.0,WINTER
HAVERI,0.0,2017,2,-100.0,WINTER
CHIKBALLAPURA,0.0,2017,2,-100.0,WINTER
BIDAR,0.0,2017,2,-100.0,WINTER
BANGALORE URBAN,0.0,2017,2,-100.0,WINTER
VIJAYAPURA,0.0,2017,2,-100.0,WINTER
UDUPI,0.0,2017,2,-100.0,WINTER
KOLAR,0.0,2017,2,-100.0,WINTER
SHIMOGA,0.0,2017,2,-100.0,WINTER
KOPPAL,0.0,2017,2,-100.0,WINTER
BELLARY,0.0,2017,2,-100.0,WINTER
DHARWAD,0.0,2017,2,-100.0,WINTER
UTTAR KANNADA,0.0,2017,2,-100.0,WINTER
TUMKUR,0.0,2017,2,-100.0,WINTER
DAVANGERE,0.0,2017,2,-100.0,WINTER
YADGIR,0.2,2018,2,-94.0,WINTER
CHITRADURGA,1.6,2018,2,33.0,WINTER
DAVANGERE,0.4,2018,2,-55.0,WINTER
DAKSHIN KANNADA,0.0,2018,2,-96.0,WINTER
SHIMOGA,0.0,2018,2,-100.0,WINTER
BANGALORE RURAL,7.9,2018,2,36.0,WINTER
BIDAR,5.1,2018,2,-16.0,WINTER
RAMANAGARA,8.4,2018,2,78.0,WINTER
BELLARY,0.1,2018,2,-95.0,WINTER
CHIKBALLAPURA,8.2,2018,2,77.0,WINTER
KOLAR,4.9,2018,2,9.0,WINTER
DHARWAD,0.3,2018,2,-90.0,WINTER
MANDYA,2.8,2018,2,-22.0,WINTER
KOPPAL,2.9,2018,2,621.0,WINTER
GADAG,2.7,2018,2,170.0,WINTER
KALABURGI,3.1,2018,2,8.0,WINTER
KODAGU,1.9,2018,2,-56.0,WINTER
BELAGAVI,0.0,2018,2,-98.0,WINTER
TUMKUR,3.4,2018,2,12.0,WINTER
BANGALORE URBAN,3.5,2018,2,-47.0,WINTER
VIJAYAPURA,3.9,2018,2,45.0,WINTER
HASSAN,8.1,2018,2,225.0,WINTER
UDUPI,0.0,2018,2,-100.0,WINTER
CHAMARAJANAGAR,1.6,2018,2,-73.0,WINTER
HAVERI,0.0,2018,2,-100.0,WINTER
BAGALKOTE,0.8,2018,2,-46.0,WINTER
RAICHUR,0.1,2018,2,-98.0,WINTER
UTTAR KANNADA,0.3,2018,2,200.0,WINTER
CHIKKAMAGALURU,1.4,2018,2,-31.0,WINTER
MYSURU,5.0,2018,2,43.0,WINTER
CHIKKAMAGALURU,8.6,2019,2,176.0,WINTER
HASSAN,8.0,2019,2,149.0,WINTER
KODAGU,1.7,2019,2,-64.0,WINTER
MYSURU,11.9,2019,2,190.0,WINTER
MYSURU,4.3,2020,2,5.0,WINTER
HASSAN,0.0,2020,2,-100.0,WINTER
KODAGU,0.0,2020,2,-100.0,WINTER
CHIKKAMAGALURU,0.0,2020,2,-100.0,WINTER
GADAG,195.0,2008,3,4656.0,SUMMER
DAKSHIN KANNADA,316.2,2008,3,3620.0,SUMMER
KOPPAL,165.9,2008,3,7113.0,SUMMER
DHARWAD,94.4,2008,3,1110.0,SUMMER
BIDAR,83.6,2008,3,712.0,SUMMER
CHITRADURGA,83.2,2008,3,1929.0,SUMMER
KODAGU,177.7,2008,3,742.0,SUMMER
GULBARGA,143.1,2008,3,1783.0,SUMMER
HAVERI,109.3,2008,3,2502.0,SUMMER
BANGALORE URBAN,115.4,2008,3,1890.0,SUMMER
BELGAUM,102.2,2008,3,1263.0,SUMMER
RAICHUR,147.9,2008,3,2918.0,SUMMER
CHIKKAMAGALURU,195.1,2008,3,1611.0,SUMMER
BELLARY,100.0,2008,3,3348.0,SUMMER
MYSURU,142.4,2008,3,979.0,SUMMER
BANGALORE RURAL,100.9,2008,3,962.0,SUMMER
BIJAPUR,93.4,2008,3,1539.0,SUMMER
BAGALKOTE,94.2,2008,3,1677.0,SUMMER
SHIMOGA,149.0,2008,3,2880.0,SUMMER
HASSAN,152.0,2008,3,1136.0,SUMMER
UDUPI,269.3,2008,3,5079.0,SUMMER
MANDYA,141.8,2008,3,1263.0,SUMMER
CHAMARAJANAGAR,74.0,2008,3,393.0,SUMMER
TUMKUR,92.6,2008,3,1151.0,SUMMER
DAVANGERE,90.2,2008,3,2155.0,SUMMER
UTTAR KANNADA,95.3,2008,3,4916.0,SUMMER
KOLAR,90.4,2008,3,832.0,SUMMER
BANGALORE URBAN,15.2,2009,3,162.0,SUMMER
HAVERI,19.5,2009,3,364.0,SUMMER
UTTAR KANNADA,27.6,2009,3,1353.0,SUMMER
TUMKUR,27.1,2009,3,266.0,SUMMER
GULBARGA,7.5,2009,3,-1.0,SUMMER
DHARWAD,11.8,2009,3,51.0,SUMMER
DAVANGERE,31.7,2009,3,693.0,SUMMER
BIDAR,4.9,2009,3,-52.0,SUMMER
BELLARY,6.3,2009,3,117.0,SUMMER
BELGAUM,7.8,2009,3,4.0,SUMMER
CHITRADURGA,8.1,2009,3,98.0,SUMMER
UDUPI,27.6,2009,3,431.0,SUMMER
DAKSHIN KANNADA,31.8,2009,3,274.0,SUMMER
KOLAR,9.9,2009,3,2.0,SUMMER
KODAGU,88.2,2009,3,318.0,SUMMER
BANGALORE RURAL,17.3,2009,3,82.0,SUMMER
RAICHUR,2.7,2009,3,-45.0,SUMMER
HASSAN,23.9,2009,3,94.0,SUMMER
BIJAPUR,6.7,2009,3,18.0,SUMMER
MYSURU,40.0,2009,3,203.0,SUMMER
KOPPAL,3.1,2009,3,35.0,SUMMER
CHIKKAMAGALURU,85.5,2009,3,650.0,SUMMER
MANDYA,5.5,2009,3,-47.0,SUMMER
BAGALKOTE,2.9,2009,3,-45.0,SUMMER
SHIMOGA,31.0,2009,3,520.0,SUMMER
GADAG,11.4,2009,3,178.0,SUMMER
CHAMARAJANAGAR,10.6,2009,3,-29.0,SUMMER
TUMKUR,6.3,2010,3,-15.0,SUMMER
BELGAUM,0.4,2010,3,-95.0,SUMMER
SHIMOGA,1.8,2010,3,-65.0,SUMMER
DAVANGERE,5.2,2010,3,30.0,SUMMER
BIJAPUR,0.2,2010,3,-96.0,SUMMER
UTTAR KANNADA,1.7,2010,3,-11.0,SUMMER
GADAG,0.0,2010,3,-100.0,SUMMER
KODAGU,11.5,2010,3,-45.0,SUMMER
KOLAR,0.0,2010,3,-100.0,SUMMER
BANGALORE RURAL,18.5,2010,3,161.0,SUMMER
BANGALORE URBAN,17.4,2010,3,100.0,SUMMER
CHITRADURGA,1.4,2010,3,-66.0,SUMMER
KOPPAL,0.0,2010,3,-100.0,SUMMER
CHAMARAJANAGAR,10.1,2010,3,-33.0,SUMMER
UDUPI,0.0,2010,3,-100.0,SUMMER
BIDAR,0.0,2010,3,-100.0,SUMMER
MANDYA,10.8,2010,3,4.0,SUMMER
DHARWAD,0.7,2010,3,-91.0,SUMMER
MYSURU,3.2,2010,3,-76.0,SUMMER
BELLARY,0.0,2010,3,-100.0,SUMMER
CHIKBALLAPURA,1.5,2010,3,-81.0,SUMMER
BAGALKOTE,0.0,2010,3,-100.0,SUMMER
CHIKKAMAGALURU,19.6,2010,3,72.0,SUMMER
GULBARGA,1.2,2010,3,-84.0,SUMMER
DAKSHIN KANNADA,4.7,2010,3,-45.0,SUMMER
RAICHUR,0.0,2010,3,-100.0,SUMMER
RAMANAGARA,2.8,2010,3,-76.0,SUMMER
HASSAN,7.5,2010,3,-39.0,SUMMER
HAVERI,5.1,2010,3,21.0,SUMMER
BANGALORE RURAL,2.7,2011,3,-64.0,SUMMER
MYSURU,24.4,2011,3,114.0,SUMMER
BAGALKOTE,0.4,2011,3,-91.0,SUMMER
RAMANAGARA,13.4,2011,3,31.0,SUMMER
YADGIR,0.1,2011,3,-98.0,SUMMER
KODAGU,13.2,2011,3,-29.0,SUMMER
BELLARY,1.2,2011,3,-59.0,SUMMER
CHIKBALLAPURA,0.0,2011,3,-100.0,SUMMER
KOLAR,0.0,2011,3,-100.0,SUMMER
UTTAR KANNADA,0.0,2011,3,-100.0,SUMMER
DAKSHIN KANNADA,3.1,2011,3,-52.0,SUMMER
GADAG,2.0,2011,3,-49.0,SUMMER
DAVANGERE,0.5,2011,3,-88.0,SUMMER
DHARWAD,0.3,2011,3,-96.0,SUMMER
BELGAUM,0.0,2011,3,-100.0,SUMMER
RAICHUR,0.8,2011,3,-80.0,SUMMER
UDUPI,0.0,2011,3,-100.0,SUMMER
HASSAN,17.1,2011,3,60.0,SUMMER
CHITRADURGA,1.5,2011,3,-66.0,SUMMER
BIJAPUR,0.2,2011,3,-96.0,SUMMER
CHIKKAMAGALURU,5.6,2011,3,-53.0,SUMMER
TUMKUR,1.7,2011,3,-76.0,SUMMER
GULBARGA,2.0,2011,3,-68.0,SUMMER
BANGALORE URBAN,2.0,2011,3,-76.0,SUMMER
KOPPAL,0.5,2011,3,-80.0,SUMMER
MANDYA,13.9,2011,3,83.0,SUMMER
BIDAR,3.5,2011,3,-65.0,SUMMER
HAVERI,0.0,2011,3,-100.0,SUMMER
CHAMARAJANAGAR,28.7,2011,3,117.0,SUMMER
SHIMOGA,1.6,2011,3,-75.0,SUMMER
CHIKKAMAGALURU,0.7,2012,3,-94.0,SUMMER
CHITRADURGA,0.0,2012,3,-100.0,SUMMER
CHIKBALLAPURA,1.3,2012,3,-84.0,SUMMER
BIJAPUR,0.0,2012,3,-100.0,SUMMER
RAICHUR,0.0,2012,3,-100.0,SUMMER
GADAG,0.0,2012,3,-100.0,SUMMER
BAGALKOTE,0.0,2012,3,-100.0,SUMMER
CHAMARAJANAGAR,0.5,2012,3,-96.0,SUMMER
HAVERI,0.0,2012,3,-100.0,SUMMER
BIDAR,0.0,2012,3,-100.0,SUMMER
YADGIR,0.0,2012,3,-100.0,SUMMER
UDUPI,0.0,2012,3,-100.0,SUMMER
DAVANGERE,0.0,2012,3,-100.0,SUMMER
UTTAR KANNADA,0.2,2012,3,-93.0,SUMMER
BANGALORE RURAL,4.3,2012,3,-43.0,SUMMER
SHIMOGA,1.0,2012,3,-84.0,SUMMER
MANDYA,0.1,2012,3,-99.0,SUMMER
GULBARGA,0.0,2012,3,-100.0,SUMMER
KODAGU,7.2,2012,3,-61.0,SUMMER
HASSAN,1.2,2012,3,-89.0,SUMMER
RAMANAGARA,0.0,2012,3,-100.0,SUMMER
TUMKUR,3.1,2012,3,-56.0,SUMMER
KOLAR,4.7,2012,3,-55.0,SUMMER
DHARWAD,0.0,2012,3,-100.0,SUMMER
BANGALORE URBAN,0.6,2012,3,-93.0,SUMMER
BELLARY,0.3,2012,3,-90.0,SUMMER
BELGAUM,0.0,2012,3,-100.0,SUMMER
MYSURU,0.0,2012,3,-100.0,SUMMER
DAKSHIN KANNADA,1.1,2012,3,-83.0,SUMMER
KOPPAL,0.0,2012,3,-100.0,SUMMER
KOPPAL,0.6,2013,3,-76.0,SUMMER
RAICHUR,0.0,2013,3,-100.0,SUMMER
SHIMOGA,6.4,2013,3,2.0,SUMMER
HAVERI,3.6,2013,3,-10.0,SUMMER
MANDYA,10.8,2013,3,42.0,SUMMER
CHAMARAJANAGAR,4.8,2013,3,-64.0,SUMMER
BELGAUM,3.7,2013,3,-40.0,SUMMER
BELAGAVI,3.7,2013,3,-40.0,SUMMER
BANGALORE RURAL,2.3,2013,3,-70.0,SUMMER
BAGALKOTE,1.9,2013,3,-58.0,SUMMER
YADGIR,0.0,2013,3,-100.0,SUMMER
BIDAR,0.9,2013,3,-91.0,SUMMER
GADAG,10.5,2013,3,169.0,SUMMER
KODAGU,84.3,2013,3,356.0,SUMMER
BIJAPUR,2.0,2013,3,-62.0,SUMMER
BANGALORE URBAN,2.6,2013,3,-68.0,SUMMER
RAMANAGARA,6.6,2013,3,-35.0,SUMMER
UTTAR KANNADA,1.6,2013,3,-41.0,SUMMER
BELLARY,1.9,2013,3,-34.0,SUMMER
UDUPI,4.0,2013,3,-2.0,SUMMER
CHIKBALLAPURA,3.0,2013,3,-63.0,SUMMER
DHARWAD,11.7,2013,3,70.0,SUMMER
MYSURU,6.1,2013,3,-46.0,SUMMER
CHITRADURGA,2.8,2013,3,-36.0,SUMMER
DAKSHIN KANNADA,32.5,2013,3,408.0,SUMMER
KOLAR,4.9,2013,3,-53.0,SUMMER
DAVANGERE,15.6,2013,3,271.0,SUMMER
HASSAN,30.1,2013,3,181.0,SUMMER
CHIKKAMAGALURU,18.8,2013,3,57.0,SUMMER
GULBARGA,2.6,2013,3,-58.0,SUMMER
TUMKUR,3.0,2013,3,-58.0,SUMMER
BANGALORE RURAL,19.6,2014,3,158.0,SUMMER
MYSURU,14.1,2014,3,24.0,SUMMER
DHARWAD,10.3,2014,3,49.0,SUMMER
MANDYA,18.1,2014,3,138.0,SUMMER
SHIMOGA,9.9,2014,3,57.0,SUMMER
CHIKBALLAPURA,14.7,2014,3,79.0,SUMMER
YADGIR,37.2,2014,3,615.0,SUMMER
BIJAPUR,38.1,2014,3,633.0,SUMMER
GADAG,12.1,2014,3,210.0,SUMMER
DAKSHIN KANNADA,1.5,2014,3,-77.0,SUMMER
TUMKUR,26.6,2014,3,275.0,SUMMER
BELLARY,27.5,2014,3,848.0,SUMMER
HAVERI,6.8,2014,3,70.0,SUMMER
KOLAR,13.6,2014,3,31.0,SUMMER
KODAGU,7.1,2014,3,-62.0,SUMMER
CHIKKAMAGALURU,8.9,2014,3,-26.0,SUMMER
BELGAUM,19.3,2014,3,211.0,SUMMER
BANGALORE URBAN,12.9,2014,3,57.0,SUMMER
UDUPI,0.3,2014,3,-93.0,SUMMER
CHITRADURGA,18.7,2014,3,325.0,SUMMER
GULBARGA,34.5,2014,3,456.0,SUMMER
BELAGAVI,19.3,2014,3,211.0,SUMMER
RAICHUR,27.6,2014,3,573.0,SUMMER
UTTAR KANNADA,3.9,2014,3,44.0,SUMMER
KOPPAL,30.2,2014,3,1108.0,SUMMER
BAGALKOTE,29.5,2014,3,556.0,SUMMER
DAVANGERE,7.6,2014,3,81.0,SUMMER
RAMANAGARA,46.4,2014,3,355.0,SUMMER
CHAMARAJANAGAR,22.5,2014,3,70.0,SUMMER
BIDAR,67.7,2014,3,570.0,SUMMER
HASSAN,14.2,2014,3,33.0,SUMMER
HASSAN,30.4,2015,3,184.0,SUMMER
GADAG,43.8,2015,3,1024.0,SUMMER
DAVANGERE,6.8,2015,3,62.0,SUMMER
CHIKBALLAPURA,39.6,2015,3,383.0,SUMMER
KOLAR,48.1,2015,3,362.0,SUMMER
DHARWAD,65.5,2015,3,849.0,SUMMER
RAICHUR,15.5,2015,3,279.0,SUMMER
BELAGAVI,31.7,2015,3,411.0,SUMMER
BAGALKOTE,8.0,2015,3,77.0,SUMMER
RAMANAGARA,17.2,2015,3,68.0,SUMMER
BIDAR,52.7,2015,3,422.0,SUMMER
SHIMOGA,25.6,2015,3,307.0,SUMMER
BANGALORE URBAN,21.8,2015,3,165.0,SUMMER
DAKSHIN KANNADA,33.5,2015,3,424.0,SUMMER
BANGALORE RURAL,28.4,2015,3,273.0,SUMMER
KOPPAL,14.4,2015,3,476.0,SUMMER
KODAGU,37.1,2015,3,101.0,SUMMER
UDUPI,35.4,2015,3,762.0,SUMMER
CHIKKAMAGALURU,36.9,2015,3,208.0,SUMMER
HAVERI,20.0,2015,3,401.0,SUMMER
BELLARY,16.7,2015,3,475.0,SUMMER
BELGAUM,31.7,2015,3,411.0,SUMMER
YADGIR,25.5,2015,3,390.0,SUMMER
TUMKUR,11.4,2015,3,61.0,SUMMER
MANDYA,13.6,2015,3,78.0,SUMMER
CHITRADURGA,18.1,2015,3,312.0,SUMMER
CHAMARAJANAGAR,29.3,2015,3,122.0,SUMMER
BIJAPUR,12.0,2015,3,131.0,SUMMER
UTTAR KANNADA,27.4,2015,3,915.0,SUMMER
MYSURU,32.9,2015,3,188.0,SUMMER
SHIMOGA,0.0,2016,3,-100.0,SUMMER
TUMKUR,2.0,2016,3,-72.0,SUMMER
BELLARY,0.0,2016,3,-100.0,SUMMER
CHAMARAJANAGAR,2.2,2016,3,-84.0,SUMMER
KOPPAL,0.0,2016,3,-100.0,SUMMER
UTTAR KANNADA,0.3,2016,3,-88.0,SUMMER
KALABURGI,9.5,2016,3,53.0,SUMMER
HASSAN,0.5,2016,3,-95.0,SUMMER
VIJAYAPURA,8.5,2016,3,64.0,SUMMER
BANGALORE RURAL,17.6,2016,3,132.0,SUMMER
UDUPI,0.0,2016,3,-100.0,SUMMER
GADAG,1.3,2016,3,-66.0,SUMMER
HAVERI,3.5,2016,3,-14.0,SUMMER
CHIKBALLAPURA,1.2,2016,3,-86.0,SUMMER
CHITRADURGA,0.8,2016,3,-82.0,SUMMER
DHARWAD,3.2,2016,3,-54.0,SUMMER
CHIKKAMAGALURU,6.5,2016,3,-46.0,SUMMER
BELAGAVI,8.2,2016,3,33.0,SUMMER
BIDAR,23.2,2016,3,129.0,SUMMER
RAICHUR,0.0,2016,3,-100.0,SUMMER
YADGIR,0.5,2016,3,-91.0,SUMMER
MYSURU,11.6,2016,3,2.0,SUMMER
DAVANGERE,0.0,2016,3,-100.0,SUMMER
RAMANAGARA,0.2,2016,3,-99.0,SUMMER
KOLAR,3.7,2016,3,-64.0,SUMMER
DAKSHIN KANNADA,0.2,2016,3,-98.0,SUMMER
MANDYA,2.0,2016,3,-73.0,SUMMER
BANGALORE URBAN,18.2,2016,3,122.0,SUMMER
BAGALKOTE,3.1,2016,3,-31.0,SUMMER
KODAGU,5.5,2016,3,-70.0,SUMMER
BELGAUM,8.2,2016,3,33.0,SUMMER
BANGALORE RURAL,12.4,2017,3,63.0,SUMMER
DAKSHIN KANNADA,6.6,2017,3,4.0,SUMMER
BANGALORE URBAN,27.4,2017,3,234.0,SUMMER
SHIMOGA,5.3,2017,3,-16.0,SUMMER
HASSAN,18.4,2017,3,72.0,SUMMER
RAICHUR,17.3,2017,3,322.0,SUMMER
KALABURGI,16.6,2017,3,168.0,SUMMER
VIJAYAPURA,6.0,2017,3,16.0,SUMMER
BIDAR,35.4,2017,3,251.0,SUMMER
UTTAR KANNADA,1.4,2017,3,-48.0,SUMMER
CHITRADURGA,1.1,2017,3,-75.0,SUMMER
RAMANAGARA,30.3,2017,3,197.0,SUMMER
UDUPI,0.0,2017,3,-100.0,SUMMER
MYSURU,20.2,2017,3,77.0,SUMMER
GADAG,2.6,2017,3,-33.0,SUMMER
BAGALKOTE,7.7,2017,3,70.0,SUMMER
TUMKUR,9.2,2017,3,29.0,SUMMER
BELLARY,21.9,2017,3,653.0,SUMMER
KOLAR,24.9,2017,3,139.0,SUMMER
KOPPAL,26.3,2017,3,950.0,SUMMER
DHARWAD,4.0,2017,3,-42.0,SUMMER
MANDYA,24.7,2017,3,224.0,SUMMER
CHIKKAMAGALURU,20.9,2017,3,74.0,SUMMER
BELAGAVI,0.2,2017,3,-97.0,SUMMER
CHIKBALLAPURA,45.2,2017,3,451.0,SUMMER
CHAMARAJANAGAR,26.0,2017,3,97.0,SUMMER
DAVANGERE,2.0,2017,3,-53.0,SUMMER
KODAGU,13.5,2017,3,-27.0,SUMMER
HAVERI,1.4,2017,3,-65.0,SUMMER
YADGIR,1.7,2017,3,-68.0,SUMMER
KALABURGI,0.5,2018,3,-92.0,SUMMER
KODAGU,57.2,2018,3,209.0,SUMMER
BELLARY,1.2,2018,3,-60.0,SUMMER
GADAG,26.6,2018,3,581.0,SUMMER
CHAMARAJANAGAR,16.1,2018,3,22.0,SUMMER
CHIKKAMAGALURU,38.0,2018,3,217.0,SUMMER
BIDAR,0.7,2018,3,-93.0,SUMMER
CHIKBALLAPURA,48.0,2018,3,486.0,SUMMER
DAVANGERE,27.3,2018,3,550.0,SUMMER
HASSAN,40.9,2018,3,282.0,SUMMER
UDUPI,34.1,2018,3,732.0,SUMMER
DAKSHIN KANNADA,32.7,2018,3,411.0,SUMMER
YADGIR,0.6,2018,3,-89.0,SUMMER
VIJAYAPURA,1.0,2018,3,-81.0,SUMMER
KOPPAL,14.0,2018,3,458.0,SUMMER
RAMANAGARA,30.7,2018,3,200.0,SUMMER
RAICHUR,0.0,2018,3,-100.0,SUMMER
SHIMOGA,17.8,2018,3,183.0,SUMMER
TUMKUR,23.1,2018,3,225.0,SUMMER
CHITRADURGA,30.7,2018,3,598.0,SUMMER
BELAGAVI,5.8,2018,3,-6.0,SUMMER
MYSURU,39.7,2018,3,248.0,SUMMER
BANGALORE URBAN,47.4,2018,3,478.0,SUMMER
DHARWAD,39.2,2018,3,468.0,SUMMER
MANDYA,27.0,2018,3,255.0,SUMMER
HAVERI,27.9,2018,3,598.0,SUMMER
BANGALORE RURAL,29.3,2018,3,286.0,SUMMER
KOLAR,51.7,2018,3,397.0,SUMMER
UTTAR KANNADA,12.0,2018,3,343.0,SUMMER
BAGALKOTE,4.3,2018,3,-5.0,SUMMER
CHIKKAMAGALURU,9.1,2019,3,-46.0,SUMMER
HASSAN,2.7,2019,3,-80.0,SUMMER
KODAGU,8.0,2019,3,-66.0,SUMMER
MYSURU,2.3,2019,3,-84.0,SUMMER
MYSURU,19.9,2020,3,42.0,SUMMER
HASSAN,13.2,2020,3,-4.0,SUMMER
KODAGU,16.3,2020,3,-30.0,SUMMER
CHIKKAMAGALURU,7.8,2020,3,-53.0,SUMMER
BAGALKOTE,10.3,2008,4,-57.0,SUMMER
DHARWAD,42.4,2008,4,-8.0,SUMMER
GADAG,51.6,2008,4,55.0,SUMMER
DAVANGERE,28.2,2008,4,-28.0,SUMMER
CHAMARAJANAGAR,67.2,2008,4,-1.0,SUMMER
HASSAN,57.5,2008,4,-11.0,SUMMER
MANDYA,23.0,2008,4,-54.0,SUMMER
UTTAR KANNADA,11.9,2008,4,-36.0,SUMMER
GULBARGA,6.1,2008,4,-70.0,SUMMER
HAVERI,30.7,2008,4,-31.0,SUMMER
TUMKUR,14.9,2008,4,-52.0,SUMMER
CHIKKAMAGALURU,31.8,2008,4,-45.0,SUMMER
BANGALORE URBAN,30.4,2008,4,-6.0,SUMMER
KOLAR,0.4,2008,4,-99.0,SUMMER
DAKSHIN KANNADA,35.9,2008,4,-13.0,SUMMER
KOPPAL,7.5,2008,4,-66.0,SUMMER
CHITRADURGA,8.4,2008,4,-69.0,SUMMER
BIJAPUR,13.8,2008,4,-21.0,SUMMER
BELGAUM,26.1,2008,4,-18.0,SUMMER
BELLARY,2.6,2008,4,-90.0,SUMMER
SHIMOGA,25.7,2008,4,-21.0,SUMMER
KODAGU,33.4,2008,4,-64.0,SUMMER
MYSURU,35.2,2008,4,-46.0,SUMMER
BIDAR,16.7,2008,4,-20.0,SUMMER
UDUPI,30.7,2008,4,-8.0,SUMMER
RAICHUR,3.3,2008,4,-83.0,SUMMER
BANGALORE RURAL,15.2,2008,4,-62.0,SUMMER
UDUPI,13.9,2009,4,-59.0,SUMMER
UTTAR KANNADA,16.4,2009,4,-12.0,SUMMER
